topic;content
Como funciona o alerta de sedentarismo?;"A função de lembrete foi criada para incentivá-lo a se levantar e se movimentar ao longo do dia. O relógio enviará um alerta 10 minutos antes do final de cada hora, dentro do período e intervalo configurados, para lembrá-lo de se movimentar.

Quando você recebe o lembrete?

Você só será notificado se não tiver atingido sua meta de passos para o dia e para a hora específica. Essa meta é calculada com base na sua meta diária dividida pelo tempo de movimento desejado.

Exemplo:

Se sua meta diária é de 5.000 passos e você deseja se movimentar por 12 horas, isso significa que você precisa dar aproximadamente 416 passos por hora para alcançar seu objetivo diário."
A meta de passos do alerta de sedentarismo tem a ver com a minha meta diária?;Sua meta diária de passos, definida no seu perfil ou durante a conexão com o relógio, é usada como base para calcular quantos passos você deve dar por hora. Esse cálculo leva em consideração o tempo de movimento que você configurou como objetivo.
Posso enviar quantos mostradores para o relógio?;"Você consegue gerir a quantidade de mostradores do relógio pelo aplicativo. O relógio possui 2 mostradores fixos e você consegue enviar e excluir mostradores com base no espaço disponível no relógio. Caso você atinja o espaço disponível no relógio, basta excluir um mostrador no card de ""Mostradores do relógio” para enviar um novo."
Quero excluir um mostrador fixo, eu posso?;O relógio possui 5 mostradores de fábrica sendo 2 deles fixos que não podem ser excluídos.
Por que demora para sincronizar um mostrador?;"O Mostrador é baixado do nosso servidor para o seu celular e logo em seguida é enviado para o relógio. 

Essa ação de baixar o mostrador para o celular pode ser influenciada pela qualidade da internet que está utilizando. Já o envio pode demorar mais de acordo com a tecnologia bluetooth, tamanho de arquivo e possíveis interferências de sinal."
Os mostradores demoram carregar no aplicativo, por quê?;Sempre que você abre o aplicativo, os mostradores são buscados no nosso servidor e mostrado no aplicativo. A demora, pode ser causada pela qualidade da internet que esteja utilizando.
Como deletar um mostrador do relógio?;O relógio tem um espaço limitado para mostradores da galeria e customizado, com isso, caso você atinja o espaço disponível, você precisará excluir um mostrador do relógio para enviar um novo. Para isso, vá até o card de “mostradores do relógio” e em seguida toque na opção “Excluir mostrador do relógio” e pronto, agora você pode enviar um novo mostrador.
Quantos mostradores customizados posso ter no relógio;Você consegue ter 1 mostrador customizado no relógio por vez. Cada vez que você envia um novo mostrador pelo aplicativo, o mostrador anterior é substituído. Pelo aplicativo você consegue salvar até 3 fotos com configurações diferentes para enviar para o relógio sempre que quiser.
Quais configurações posso fazer em um mostrador customizado?;Para o mostrador customizado, você consegue alterar a foto com uma foto da sua galeria ou tirar uma foto na hora, alterar a posição da data e hora para os 4 cantos da tela e trocar a cor do relógio conforme desejar, existem diversas opções de cores disponíveis. Todas essas configurações são salvas quando você envia para o relógio e pode alterar ou excluir o mostrador sempre que quiser.
Não consigo enviar um mostrador pro relógio, o que fazer?;"Para isso, você precisa identificar a mensagem de erro que mostra na tela do aplicativo, veja alguns erros e possíveis soluções:

1- Caso a mensagem seja falta de espaço no relógio, você precisa excluir um mostrador do card “Mostradores do relógio” para conseguir enviar um mostrador customizado. Após excluir, tente enviar o mostrador novamente;

2- Bateria do relógio fraca - caso o relógio esteja com a bateria fraca, o envio do mostrador para o relógio pode falhar, então, carregue o relógio e tente novamente;

3- Internet instável - Como salvamos suas fotos no servidor para que você consiga acessá-las depois, caso sua internet esteja instável pode falhar o processo de envio do relógio. O mesmo pode acontecer caso exista interferência de sinal do sinal bluetooth;

4- Erro no servidor - Nosso servidor pode estar passando por manutenções ou instabilidades, nesse caso, aguarde um momento e tente novamente, caso o problema persista, entre em contato conosco."
Não consigo tirar uma foto para colocar no mostrador, o que fazer?;Para garantir que tudo funcione bem, confira se você deu permissão para usar a câmera. É fácil! Vá até as configurações do seu celular, encontre o Mormaii smartwatches e toque em permissões. Verifique se a opção de câmera está ativada. Se não estiver, é só permitir. Depois disso, feche e abra o aplicativo e tente tirar uma foto novamente.
Não consigo acessar meu álbum de fotos para selecionar uma foto para o mostrador, o que fazer?;Para garantir que tudo funcione bem, confira se você deu permissão para o aplicativo acessar seu álbum de fotos. É fácil! Vá até as configurações do seu celular, encontre o Mormaii smartwatches e toque em permissões. Verifique se a opção de álbum de fotos ou arquivos está ativada. Se não estiver, é só permitir. Depois disso, feche e abra o aplicativo e tente acessar o álbum para selecionar uma foto.
O que é o histórico de atividades?;"O histórico de atividades é um compilado de 3 informações sobre as atividades do seu dia, as calorias ativas, Tempo de exercício e tempo em movimento. 

Essas informações são importantes para você acompanhar sua evolução diária e semanal sobre suas atividades."
O histórico de atividades é composto por quais informações?;Esse histórico é composto pelas calorias ativas, tempo de exercício e tempo em movimento
O que significa cada informação do histórico de atividades?;"Calorias ativas: Representam a quantidade de calorias gastas durante atividades físicas específicas ou exercícios. Incluem a energia utilizada para realizar atividades como caminhadas, corridas, exercícios de academia, esportes, ou qualquer outra forma de movimento físico planejado. Essas calorias são consideradas ""ativas"" porque são resultantes de ações voluntárias e intencionais que demandam esforço físico.

Tempo de exercício: O tempo em exercício é o período em que você se dedica praticando exercícios com o seu relógio ou pelo aplicativo ou praticando alguma atividade ou caminhada sem necessariamente iniciar um exercício pelo relógio ou aplicativo.

Tempo em movimento: O tempo em movimento mostra quantas horas no dia você se movimentou e atingiu seu objetivo de passos. Você consegue verificar no gráfico duas cores diferentes para as horas que você atingiu seu objetivo e as horas que você caminhou porém não conseguiu atingir seu objetivo."
O Tempo de exercício tem a ver com os exercícios feitos no aplicativo ou relógio?;Sim! Nesse tempo, serão somados o tempo que você ficou em atividade durante o seu dia ou até mesmo o tempo que fez algum esforço durando o seu dia sem iniciar um exercício pelo app ou relógio.
Como editar os objetivos do histórico de atividades?;"Para editar os seus objetivos você pode acessar dois caminhos:

1- Na tela de histórico de atividades, toque no botão de engrenagem ao lado do ícone de central de ajuda no canto superior direito da tela.

2- Acesse a opção “Editar objetivos” na tela de perfil. Basta tocar na sua foto na tela inicial do aplicativo."
Esse histórico tem relação com o alerta de sedentarismo?;"Certamente, a informação crucial aqui é o ""Tempo em Movimento"". Esta métrica está diretamente relacionada à quantidade total de passos que você deseja alcançar diariamente. Em termos práticos, o aplicativo realiza o cálculo ao dividir o número total de passos pelo tempo total em movimento estipulado para atingir sua meta. Dessa maneira, o aplicativo determina a média de passos por hora necessária para alcançar seu objetivo diário.

Caso a função de alerta de sedentarismo esteja habilitada, o relógio desempenha um papel proativo, notificando você 10 minutos antes do término de cada hora. Essa notificação serve como um lembrete oportuno para incentivar movimentos e assegurar que você permaneça no caminho certo para alcançar sua meta diária de passos. Essa abordagem estratégica ajuda a manter um estilo de vida mais ativo e saudável, integrando a conscientização sobre a importância de se movimentar ao longo do dia."
Informações técnicas do relógio;"Medidas da caixa: 44mm 39mm 11.60mm

Tamanho da tela: 1.85”

Resolução da tela: 320px x 385px

Tecnologia do display: TFT-IPS

Material da pulseira: Silicone

Tamanho da bateria: 300mAh

Duração da bateria: Até 7 dias dependendo do uso

Tipo da bateria: Polímero de lítio

Tempo de carregamento: até 2h30

Processador: SF32LB523

Sensor de batimentos: HX3918

Material da caixa: Polímero 

Geração do bluetooth: 5.3

Resistência a água: 5ATM

Número Anatel: 08603-24-10771"
Como prolongar o tempo de bateria do relógio;"O relógio foi testado para durar até 7 dias de uso com uma carga. Esse teste foi seguindo os cenários abaixo:

Uso regular diário / 7 dias

Monitoramento de batimentos 24h por dia ativado;

Receber até 5 ligações por dia com o relógio vibrando por até 45 segundos em cada ligação;

2 alarmes por dia com o relógio vibrando até 45 segundos em cada alarme;

3 sincronizações de dados por dia com o aplicativo;

Levantar o pulso para ligar a tela 50 vezes por dia com até 10 segundos de tela ligada por vez;

Até 50 notificações de redes sociais por dia.

Uso médio / 5 dias

Monitoramento de batimentos 24h por dia ativado;

Receber até 10 ligações por dia com o relógio vibrando por até 45 segundos em cada ligação;

2 alarmes por dia com o relógio vibrando até 45 segundos em cada alarme;

3 sincronizações de dados por dia com o aplicativo;

Levantar o pulso para ligar a tela 140 vezes por dia com até 10 segundos de tela ligada por vez;

Iniciar um exercício de até 15 min por dia;

Até 50 notificações de redes sociais por dia.

Cada usuário possui um tipo de uso e utiliza funções diferentes, então, o tempo de uso total com uma carga pode variar de acordo com as funções utilidades e frequência de utilização. As funções que mais consomem bateria são: Exercícios, monitoramentos automáticos (batimentos, estresse, oxigenação e sono), Tempo de tela ligada, notificações de mensagens, brilho da tela e lembretes do relógio. Por padrão, todos os monitoramentos e recursos do relógio vem ligados, por isso, caso não utilize alguma função e queira desligar, basta acessar a tela de “Dispositivo” e configurar de acordo com o seu uso."
O que são os treinos de corrida?;Os Treinos de Corrida são programas de treinamento pré-definidos disponíveis no seu relógio, projetados especialmente para quem está começando a correr. Eles oferecem uma estrutura prática e eficiente para ajudar iniciantes a evoluir de forma gradual e segura.
Quantos treinos tem no relógio?;O relógio possui 6 treinos prontos que variam entre 6 e 29 minutos.
Como acesso os Treinos de Corrida?;Você pode acessar os treinos diretamente pelo seu relógio, de forma simples e rápida. Após concluir cada treino, os dados são automaticamente salvos no aplicativo, onde você pode acompanhar seu progresso e evolução.
Como funcionam esses treinos?;Os treinos são divididos em dois níveis de dificuldade: iniciante e intermediário. Cada treino varia entre 6 e 29 minutos, alternando entre caminhada rápida e trote, permitindo que você melhore sua resistência e condicionamento físico de maneira progressiva.
O que são os planos de corrida?;Os planos de corrida são programas de treinamento estruturados para ajudá-lo a atingir objetivos específicos, como correr 3 km, 5 km ou 10 km sem parar. Eles são divididos em níveis de dificuldade (iniciante, intermediário e avançado) e incluem treinos personalizados que variam entre caminhada rápida e trote, com base no seu condicionamento físico e metas.
Quantos planos de corrida estão disponíveis?;"Existem três planos de corrida disponíveis:

- **Plano de 3 km**: Concluído em 3 semanas.
- **Plano de 5 km**: Concluído em 5 semanas.
- **Plano de 10 km**: Concluído em 7 semanas.

Todos os planos envolvem treinos três vezes por semana, com dias definidos de acordo com sua configuração."
Posso começar mais de um plano de corrida ao mesmo tempo?;Não. O aplicativo permite que você inicie apenas um plano de corrida por vez. Para começar um novo plano, é necessário finalizar o anterior. Isso garante que você foque em um objetivo de cada vez e tenha uma evolução consistente.
Como configuro um plano de corrida no relógio?;"1. Acesse a seção de ”Treine com a Mormaii” no menu de “Exercícios” no aplicativo.
2. Escolha o plano desejado (3 km, 5 km ou 10 km).
3. Escolha entre as 3 combinações de dias que mais se adeque com sua rotina.
4. Confirme e aguarde a sincronização com o relógio.
5. Pronto! O plano estará disponível no relógio, e você poderá iniciar os treinos diretamente por ele."
Posso iniciar um plano de corrida pelo aplicativo?;Sim! Você pode iniciar um plano de corrida tanto pelo aplicativo quanto pelo relógio. Após a configuração, o plano ficará disponível em ambos, permitindo que você escolha a opção mais conveniente para começar os treinos.
Como funcionam os treinos durante o plano?;Cada treino é dividido em etapas que alternam entre caminhada rápida e trote, com base no seu objetivo de distância. O relógio também monitora seu intervalo de batimentos cardíacos, oferecendo orientações para manter o ritmo ideal durante cada fase do treino.
Posso mudar os dias de treino após iniciar um plano?;Não é possível alterar os dias de treino após iniciar um plano. No entanto, se você perder um dia de treino, pode voltar e realizar o treino perdido em outro momento. Caso precise ajustar sua rotina de treinos, você terá que finalizar o plano atual e configurar um novo com os dias que melhor se adaptam à sua agenda.
Os planos de corrida são adequados para iniciantes?;Sim! Os planos são projetados para todos os níveis, desde iniciantes até corredores avançados. O plano de 3 km, por exemplo, é ideal para quem está começando, com treinos que ajudam a construir resistência gradualmente.
Como sei qual plano escolher?;"Escolha o plano com base no seu objetivo e nível de condicionamento atual:

- 3 km: Ideal para iniciantes ou quem deseja uma meta mais curta.
- 5 km: Para quem já tem alguma experiência ou quer um desafio intermediário.
- 10 km: Para corredores mais experientes ou quem busca um objetivo mais desafiador.

Se precisar de ajuda, o aplicativo oferece uma breve descrição de cada plano para facilitar sua escolha."
Posso ver meu progresso durante o plano?;Sim! O aplicativo e o relógio mostram seu progresso em tempo real, incluindo distância percorrida, batimentos cardíacos e tempo de treino. Ao finalizar cada sessão, você receberá um resumo detalhado no aplicativo.
Preciso de algum equipamento adicional para usar os planos de corrida?;Não. Tudo o que você precisa é do seu relógio e do aplicativo. No entanto, recomendamos o uso de tênis adequados para corrida e roupas confortáveis para garantir uma experiência melhor.
Posso repetir um plano após concluí-lo?;Sim! Após finalizar um plano, você pode reiniciá-lo se desejar reforçar seu condicionamento ou melhorar seu desempenho. Basta acessar a seção de planos de corrida e configurar novamente o plano desejado.
Os planos de corrida funcionam sem conexão com o aplicativo?;Sim, uma vez configurados, os planos podem ser executados diretamente pelo relógio, sem necessidade de conexão com o aplicativo durante o treino. No entanto, para sincronizar os dados e acompanhar seu progresso, é necessário conectar o relógio ao aplicativo posteriormente.
Aplicativos suportados;"As notificações aplicativos que são suportados pelo relógio são: 

Facebook, X, Instagram, Linkedin, Whatsapp, Call, SMS, Teams, Gmail, Outlook, Telegram, Facebook Messenger, Whatsapp Business, Google Calendar, Outros, Shein, Aliexpress, Shopee, Snapchat e Pinterest."
Quais modalidades o meu relógio consegue monitorar?;"Você pode monitorar diretamente pelo seu relógio 110 exercícios. Os exercícios disponíveis são:

1. Corrida
2. Caminhada Esteira
3. Corrida Esteira
4. Bike
5. Natação
6. Montanhismo
7. Elíptico
8. Dança
9. Treino Livre
10. Trilha
11. Corrida de revezamento
12. Abdominal
13. Pular Corda
14. Treino Funcional
15. Taekwndo
16. Boxe
17. Luta Livre
18. Karatê
19. Esgrima
20. Core
21. Krav maga
22. Barras Paralelas
23. Atletismo
24. Pole Dance
25. Ginástica
26. Balé
27. Hip-Hop
28. Patinação de velocidade
29. Artes marciais
30. Trampolim
31. Sandboard
32. Basquete
33. Frescobol
34. Beach tênis
35. Tênis
36. Vôlei
37. Handball
38. Baseball
39. Softball
40. Futebol Americano
41. Funcional na Praia
42. Futebol
43. Surfe
44. Hóquei
45. Esqui
46. Snowboarding
47. Skate
48. Escalada
49. Parkour
50. Academia
51. Step
52. Pólo
53. Spinning
54. Yoga
55. Jiu-Jitsu
56. Altinha
57. Jazz
58. Caminhada
59. Remo
60. Rapel
61. Skin Board
62. Slackline
63. Treino de força
64. Pilates
65. Levantamento de Peso
66. Marcha atlética
67. Arremesso de Peso
68. Alongamento
69. Zumba
70. Futsal
71. Simulador de escada
72. Embaixadinha
73. Squash
74. Kickboxe
75. Kung fu
76. Muay Thai
77. Futebol de Areia
78. Rugbi
79. Golfe
80. Sapateado
81. Down Hill
82. Mountain bike
83. Breakdance
84. Patinação
85. Exercício Aeróbico
86. Capoeira
87. Calistenia
88. Bodyboard
89. MMA
90. Nado sincronizado
91. Wakeboard
92. Tênis de mesa
93. Motocross
94. HIIT
95. Ginástica Artística
96. Rafting
97. Vela
98. Judô
99. Vôlei de Praia
100. Foil
101. Kayak
102. Canoa Havaiana
103. Kitesurf
104. Barra
105. Futevôlei
106. Windsurf
107. Jump
108. Kitesurf
109. SUP
110. Corrida com obstáculos"
Como realizo o monitoramento de um exercício?;"Para realizar o monitoramento de um exercício, com seu relógio conectado corretamente ao aplicativo, acesse a aba “Exercícios” do aplicativo e selecione a modalidade desejada. Em seguida defina uma meta ou toque no botão de “Iniciar sem definir meta”.
Ao encerrar o exercício, você deve sincronizar os dados do relógio com o aplicativo. 

Você também pode iniciar o exercício diretamente pelo seu relógio e faze-lo sem estar conectado com o celular durante o exercício. Ao finalizar o exercício pelo relógio, abra o aplicativo e faça a sincronização para ver todos os dados dele no histórico.
ATENÇÃO: Para o funcionamento correto do exercício iniciado pelo aplicativo, é necessário manter o aplicativo aberto, mesmo que em segundo plano, e seu relógio deve permanecer conectado durante todo o exercício. Caso a conexão seja perdida ou o aplicativo fechado, alguns dados podem não ser registrados ou podem apresentar menor precisão."
Como defino as metas para meus exercícios?;"Ao iniciar um monitoramento de exercício pelo aplicativo, é possível definir uma meta.
As metas podem ser de distância (ex: correr 5km), de tempo (ex: correr por 30min) ou de caloria (ex: correr até queimar 500kcal). Só é possível escolher uma meta por exercício. Para exercícios que não possuem distância, você só poderá escolher entre a meta de calorias ou de tempo.
Quando a meta for alcançada, você receberá uma notificação em seu celular ou no relógio lhe avisando.
ATENÇÃO: Para o funcionamento correto do exercício iniciado pelo aplicativo, é necessário manter o aplicativo aberto, mesmo que em segundo plano, e seu relógio deve permanecer conectado durante todo o exercício. Caso a conexão seja perdida ou o aplicativo fechado, alguns dados podem não ser registrados ou podem apresentar menor precisão."
O que fazer para que o mapa seja registrado durante a realização de um exercício?;"Para que o mapa possa ser registrado é preciso iniciar o monitoramento do exercício pelo aplicativo. Certifique-se também de que seu relógio está conectado corretamente ao aplicativo, a Localização (GPS) de seu celular está ativada e a permissão de localização esteja configurada como “Permitir sempre”.
O GPS do celular é usado para o desenho do mapa e para medir a distância percorrida durante o exercício em KM.
ATENÇÃO: Para o funcionamento correto do exercício iniciado pelo aplicativo, é necessário manter o aplicativo aberto, mesmo que em segundo plano, e seu relógio deve permanecer conectado durante todo o exercício. Caso a conexão seja perdida ou o aplicativo fechado, alguns dados podem não ser registrados ou podem apresentar menor precisão."
Posso fazer um exercício sem levar o celular comigo?;"Sim, você pode iniciar qualquer exercício diretamente pelo seu relógio sem a necessidade de estar conectado no momento ou levar o celular com você durante o exercício. Quando o exercício for finalizado, basta abrir o aplicativo e fazer a sincronização para que o exercício seja salvo no seu histórico.
Exercícios que possuem mapa ou distância, esses dados só serão calculados e mostrados corretamente caso o exercício seja iniciado pelo aplicativo e o celular esteja com você durante todo o exercício."
Meu relógio tem GPS integrado?;Não, o modelo Mormaii Life Ultra não possui GPS integrado. O aplicativo acessa seus dados de geolocalização para traçar o mapa e calcular a distância com precisão dos seus exercícios.
O Mormaii Life Ultra possui monitoramento de sono?;Sim, o Mormaii Life Ultra possui a função de monitoramento de sono e para monitorar basta você conectar o relógio com o aplicativo e dormir com o relógio. Após finalizado o sono, basta sincronizar com o aplicativo para puxar os dados.
Como faço para monitorar meu sono?;Para monitorar seu sono basta dormir com seu Mormaii Life Ultra bem ajustado ao pulso. O relógio irá detectar automaticamente seu ciclo de sono e classificar em sono leve, REM ou sono profundo. O relógio também registrará os momentos em que você acordou durante a noite. Para enviar as informações para o aplicativo basta realizar a sincronização arrastando a tela de cima para baixo na tela inicial do aplicativo. O relógio precisa estar bem ajustado ao pulso para fazer a marcação corretamente.
Dormi com o relógio mas os dados de sono não foram registrados. O que devo fazer?;Você deve iniciar a sincronização arrastando a tela de cima para baixo na tela inicial do aplicativo e aguardar a finalização. Depois você pode consultar no atalho de ‘Sono’ da Tela Inicial. Caso ainda não mostre no aplicativo, verifique no relógio se os dados foram corretamente computados. Se também não possuir dados no relógio, verifique se dormiu com o relógio conectado corretamente no aplicativo e com o relógio bem ajustado ao pulso. Caso ainda encontre problemas nas noites seguintes, entre em contato conosco.
Como eu altero minha meta de sono?;Para alterar a sua meta de sono, basta acessar a tela de perfil (Tocando na sua foto da tela inicial do aplicativo) depois toque na opção de “Definir objetivos” e altere para o tempo desejado.
Meus passos do aplicativo não batem com o relógio, o que fazer?;"Para que os dados da tela inicial do aplicativo, do histórico e do relógio esteja sempre iguais, basta fazer sincronizações periódicas arrastando a tela inicial do aplicativo de cima para baixo. 

Ao finalizar a sincronização, os dados de passos do dia ficarão salvos no aplicativo e serão sincronizados com o servidor no final do dia atual, ou seja, caso durante o dia você desinstalar o aplicativo, desconectar o relógio forçadamente ou fizer o logout, os dados do dia serão perdidos no relógio e também no aplicativo."
Como salvo meus passos no aplicativo?;"Para salvar os dados de passos no aplicativo basta abrir o aplicativo e arrastar a tela de cima para baixo na tela inicial.

Ao finalizar a sincronização, os dados de passos do dia ficarão salvos no aplicativo e serão sincronizados com o servidor no final do dia atual, ou seja, caso durante o dia você desinstalar o aplicativo, desconectar o relógio forçadamente ou fizer o logout, os dados do dia serão perdidos no relógio e também no aplicativo."
Passos registrados mesmo sem andar, por guê?;"O sensor do relógio que conta os passos é ativado assim que você movimenta o braço e o relógio entende que você está se movimentando. 

Isso pode acontecer também em transportes, caso o movimento se assemelhe ao movimento de uma caminhada ou corrida. 

O monitoramento de passos é uma estimativa de movimento diário e os dados podem variar de acordo com o ambiente e o movimento gerado pelo pulso."
Como inicio um monitoramento de batimentos?;"Seus batimentos podem ser capturados de duas formas, a primeira é manualmente no relógio. Você consegue navegar até a tela de batimentos no relógio e aguardar a medição (essa medição não é enviada pro histórico do aplicativo). 

A segunda forma é utilizando o monitoramento automático, com essa função ativada, o seu relógio irá ler seus batimentos 24h por dia e com um intervalo de 5 minutos entre as medições. 

A função de batimento automático poderá ser acessada pela tela de dispositivo com a função de nome ""Batimento automático” ou pela tela de histórico de batimentos tocando no botão de engrenagem localizado no topo da tela ao lado do ícone de central de ajuda.

Mas atenção, com essa função automática ativada, a bateria do relógio será consumida mais rapidamente."
Por quanto tempo meu batimento é monitorado?;Após o monitoramento automático ser ativado, seus batimentos serão monitorados 24h por dia com um intervalo de 5 minutos entre as medições.
Como salvo meus batimentos no aplicativo?;"Para salvar os batimentos gerados automaticamente no aplicativo basta abrir o aplicativo e arrastar a tela de cima para baixo. Com isso, o aplicativo fará a sincronização e atualizará todos os dados na tela inicial e também no histórico.

Atenção: Os dados de batimentos ficam salvos no aplicativo e são enviados para o servidor a cada 1h, ou seja, caso você desconecte o relógio forçadamente, desinstale o aplicativo, resete o relógio ou faça logout no aplicativo, seus dados de batimentos da hora corrente poderão ser perdidos, mas não se preocupe pois os dados das horas anteriores já sincronizadas com o aplicativo continuarão salvos na sua conta e não serão perdidos."
Como eu ativo o monitoramento de estresse automático?;"Para ativar o monitoramento de estresse automático, siga os passos:

1- Na tela inicial do aplicativo, localize o atalho de ""Estresse”

2- Dentro da função, basta localizar a engrenagem localizada no canto superior direito da tela;

3- Ative o monitoramento automático.

A autonomia de bateria do seu relógio será afetada com esse monitoramento ativado."
O que é o monitoramento de estresse?;"Com esse monitoramento ativo, o relógio irá medir o seu nível de estresse diário, que será dividido nas seguintes zonas:

Alto: 80 a 99

Médio: 60 a 79

Baixo: 30 a 59

Relaxado: 1 a 29"
Como sincronizo o clima no relógio?;Assim que você conecta o relógio com o aplicativo, todas as informações de clima são automaticamente atualizadas no relógio.
O clima do relógio está diferente do celular, por quê?;"Utilizamos o serviço de clima da accuweather, ou seja, todas as informações relacionadas a clima, são puxadas desse serviço.

Caso o serviço que o aplicativo do seu celular utilize seja outro, possivelmente as informações serão ligeiramente diferentes.

Lembre-se que para manter os dados de clima sempre atualizados, você precisa entrar no aplicativo durante o dia e aguardar a sincronização ser finalizada."
O clima sincroniza automaticamente no relógio todos os dias?;A informação de clima é atualizada automaticamente assim que você entra no aplicativo. Caso você não entre no aplicativo, essa informação ficará desatualizada.
Preciso de internet para sincronizar o clima?;Sim! Como utilizamos um serviço de clima para captar essas informações, você precisa que seu celular esteja conectado a internet para que as informações sejam enviadas para o relógio.
Como ativo o controle de música?;"Para ativar o controle de música basta abrir o aplicativo e acessar a função de controle de música na tela de ""Dispositivo”. Com a função ativa, basta iniciar uma reprodução pelo seu aplicativo preferido no seu celular e em seguida controlar a musica e o volume do celular pelo relógio."
Posso controlar as músicas durante um exercício?;Sim, a função de controle de música poderá ser encontrada na tela do exercício quando você arrasta da direita para a esquerda. A tela de controle de música só aparecerá caso você tenha habilitado na tela de dispositivo.
O que é a função de controle de câmera?;É uma função que permite usar o relógio como um controle remoto para tirar fotos com a câmera do celular, sem precisar tocá-lo.
Como ativar a função de controle de câmera?;"Primeiro, conecte o relógio ao aplicativo corretamente. Depois, abra o aplicativo no celular, vá até a tela do dispositivo e selecione a opção ""Controle de câmera""."
Como tirar uma foto usando o relógio?;"Depois de abrir a função ""Controle de câmera"" no aplicativo, posicione o celular no ângulo desejado e toque no botão de disparo que aparece na tela do relógio para tirar a foto."
O controle funciona com qualquer aplicativo de câmera?;Não. A função é compatível com o aplicativo de câmera que abre diretamente pelo app do relógio. Outros apps de câmera (como Instagram, WhatsApp, etc.) não são compatíveis.
Posso usar com a tela do celular estiver desligada?;Não. O celular precisa estar com a tela ligada e com o aplicativo de controle de câmera aberto para que a função funcione corretamente.
Posso gravar vídeos com a função de controle de câmera?;Não. A função é apenas para tirar fotos. Não é possível iniciar ou parar gravações de vídeo através do relógio.
Qual a distância máxima entre o relógio e o celular para que o controle funcione?;Qual a distância máxima entre o relógio e o celular para que o controle funcione?
Por que o botão de disparo não aparece no relógio?;"Verifique se o relógio está conectado corretamente ao aplicativo e se a função ""Controle de câmera"" está ativa na tela do dispositivo dentro do app. Também certifique-se de que o app tenha permissão para acessar a câmera do celular."
O que é o alerta de sedentarismo?;É uma função que envia lembretes para você se movimentar quando estiver muito tempo parado, ajudando a manter uma rotina mais ativa e saudável.
Como o alerta de sedentarismo funciona?;Você configura o intervalo desejado no aplicativo (30, 60, 90 ou 120 minutos) e, entre 8h da manhã e 22h da noite, o relógio te avisa sempre que estiver parado por esse período de tempo.
Como ativar o alerta de sedentarismo?;Abra o Mormaii Smartwatches no celular, vá até a seção de configurações do dispositivo e ative o alerta de sedentarismo. Em seguida, escolha o intervalo entre os lembretes.
É possível personalizar o horário dos alertas?;Não. Os alertas funcionam automaticamente entre 8h e 22h, período padrão definido pelo sistema.
Posso escolher quais dias da semana o alerta funciona?;Não, o relógio vai te alertar todos os dias da semana
O alerta vibra ou emite som?;O alerta normalmente acontece por vibração no pulso, para que você perceba mesmo em ambientes silenciosos. Sons não são emitidos.
Posso desativar o alerta quando quiser?;Sim. Você pode ativar ou desativar a função a qualquer momento pelo aplicativo do relógio.
Quantos mostradores posso enviar para o relógio?;É possível enviar um mostrador por vez. Ao enviar um novo, o anterior será automaticamente substituído no relógio.
Posso excluir um mostrador fixo do relógio?;Não. O relógio possui três mostradores fixos que fazem parte do sistema e não podem ser removidos ou substituídos.
Por que a sincronização de um mostrador demora?;"O processo envolve dois passos: primeiro, o mostrador é baixado do nosso servidor para o seu celular. Em seguida, ele é transferido via Bluetooth para o relógio.

A velocidade dessa sincronização pode ser impactada por fatores como a qualidade da sua conexão com a internet, o tamanho do arquivo e possíveis interferências no sinal Bluetooth."
Por que os mostradores demoram para carregar no aplicativo?;Toda vez que você acessa a galeria de mostradores no aplicativo, os dados são buscados diretamente do nosso servidor. Caso a sua conexão de internet esteja instável ou lenta, isso pode causar demora no carregamento dos mostradores.
Todos os mostradores disponíveis no app são gratuitos?;Sim, os mostradores disponíveis na galeria padrão do aplicativo são gratuitos. Não há cobrança para baixar e usar.
Posso agendar a troca de mostradores automaticamente?;Não. A troca de mostradores deve ser feita manualmente pelo aplicativo sempre que quiser alterar.
Posso alterar o estilo do mostrador direto pelo relógio?;Sim. É possível alternar entre os mostradores fixos disponíveis diretamente pela tela do relógio. No entanto, para enviar um novo mostrador personalizado, é necessário usar o aplicativo.
Quantos mostradores customizados posso ter no relógio;Você consegue ter 1 mostrador customizado no relógio por vez. Cada vez que você envia um novo mostrador pelo aplicativo, o mostrador anterior é substituído. Pelo aplicativo você consegue salvar até 3 fotos com configurações diferentes para enviar para o relógio sempre que quiser.
Quais configurações posso fazer em um mostrador customizado?;Para o mostrador customizado, você consegue alterar a foto com uma foto da sua galeria ou tirar uma foto na hora, alterar a posição da hora para 3 posições diferentes e trocar a cor do relógio conforme desejar, existem diversas opções de cores disponíveis. Todas essas configurações são salvas quando você envia para o relógio e pode alterar ou excluir o mostrador sempre que quiser.
